"City","Minimum.Temperature","Maximum.Temperature","Rainfall.mm","Evaporation.mm","Sunshine.Hours","9am.Temperature","9am.Relative.Humidity","9am.Cloud.Amount.oktas","3pm.Temperature","3pm.Relative.Humidity","3pm.Cloud.Amount.oktas"
"Melbourne",12.4935309973046,21.7837837837838,1.59734219269103,5.36515513126492,6.64808612440191,15.3350404312668,67.0916442048517,5.52631578947368,20.2330623306233,50.0978260869565,5.3419689119171
"Sydney",15.8,23.9473684210526,2.62795180722892,5.48963855421687,7.29664268585132,18.8387559808612,67.6674641148325,4.35322195704057,22.3519138755981,54.7942583732057,4.12200956937799
"Adelaide",13.4861575178998,24.4354066985646,1.42524752475248,6.33028169014085,7.81253333333333,18.1073985680191,57.9785202863962,NA,23.1210526315789,42.4354066985646,NA
"Brisbane",17.2832935560859,27.3596153846154,3.34492753623188,6.16899038461538,8.38846153846154,22.7665071770335,63.2248803827751,3.99282296650718,25.5757211538462,53.0216346153846,3.76076555023923
"Perth",14.1355608591885,26.2887559808612,1.70978520286396,6.32983293556086,9.0673860911271,19.836276849642,61.9737470167064,3.49880668257757,24.5700956937799,47.4856459330144,3.4066985645933
